,LST,NDVI,time,split
2212,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018112.h18v04.061.2021325102514.123.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018112.h18v04.061.2021325101117.123.tiff,D,Train
2213,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019204.h18v04.061.2020304003517.325.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019204.h18v04.061.2020304002057.325.tiff,D,Val
2214,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019262.h18v04.061.2020309115203.121.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019262.h18v04.061.2020309114755.121.tiff,D,Val
2215,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018181.h18v04.061.2021335061004.65.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018181.h18v04.061.2021335060447.65.tiff,D,Val
2216,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017103.h18v04.061.2021270024555.48.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017103.h18v04.061.2021270024103.48.tiff,D,Val
2217,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019049.h18v04.061.2020288031159.65.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019049.h18v04.061.2020288030145.65.tiff,D,Train
2218,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018266.h18v04.061.2021341194822.13.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018266.h18v04.061.2021341194420.13.tiff,D,Val
2219,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019260.h18v04.061.2020309064007.29.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019260.h18v04.061.2020309063421.29.tiff,D,Train
2220,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.67.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.67.tiff,D,Train
2221,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019255.h18v04.061.2020308174507.87.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.87.tiff,D,Train
2222,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017213.h18v04.061.2021278130640.337.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017213.h18v04.061.2021278130203.337.tiff,D,Train
2223,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018128.h18v04.061.2021329024226.115.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018128.h18v04.061.2021329023452.115.tiff,D,Train
2224,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019238.h18v04.061.2020306123613.154.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019238.h18v04.061.2020306123053.154.tiff,D,Train
2225,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017334.h18v04.061.2021291014313.54.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017334.h18v04.061.2021291014030.54.tiff,D,Train
2226,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019234.h18v04.061.2020306040038.64.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019234.h18v04.061.2020306035458.64.tiff,D,Train
2227,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019045.h18v04.061.2020287143345.54.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019045.h18v04.061.2020287142210.54.tiff,D,Train
2228,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017146.h18v04.061.2021273001741.102.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017146.h18v04.061.2021273001227.102.tiff,D,Train
2229,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017047.h18v04.061.2021266084125.297.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017047.h18v04.061.2021266083653.297.tiff,D,Train
2230,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017161.h18v04.061.2021274062904.22.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017161.h18v04.061.2021274062603.22.tiff,D,Train
2231,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018109.h18v04.061.2021324035629.103.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018109.h18v04.061.2021324034424.103.tiff,D,Train
2232,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017267.h18v04.061.2021284121906.35.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017267.h18v04.061.2021284121603.35.tiff,D,Val
2233,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019109.h18v04.061.2020292140056.44.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019109.h18v04.061.2020292134913.44.tiff,D,Val
2234,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018255.h18v04.061.2021341144547.136.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018255.h18v04.061.2021341144201.136.tiff,D,Train
2235,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019364.h18v04.061.2020323064147.117.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019364.h18v04.061.2020323061325.117.tiff,D,Val
2236,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019204.h18v04.061.2020304003517.249.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019204.h18v04.061.2020304002057.249.tiff,D,Val
2237,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017297.h18v04.061.2021286224048.71.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017297.h18v04.061.2021286223550.71.tiff,D,Val
2238,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017286.h18v04.061.2021286051002.12.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017286.h18v04.061.2021286050650.12.tiff,D,Train
2239,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018218.h18v04.061.2021339021345.117.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018218.h18v04.061.2021339020828.117.tiff,D,Train
2240,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018108.h18v04.061.2021324031521.119.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018108.h18v04.061.2021324030935.119.tiff,D,Val
2241,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019238.h18v04.061.2020306123613.100.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019238.h18v04.061.2020306123053.100.tiff,D,Val
2242,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.119.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019179.h18v04.061.2020299015509.119.tiff,D,Train
2243,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018214.h18v04.061.2021338235914.7.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018214.h18v04.061.2021338235553.7.tiff,D,Train
2244,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019206.h18v04.061.2020304024249.69.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019206.h18v04.061.2020304023219.69.tiff,D,Train
2245,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017098.h18v04.061.2021269214942.48.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017098.h18v04.061.2021269214456.48.tiff,D,Train
2246,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.48.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.48.tiff,D,Val
2247,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018108.h18v04.061.2021324031521.28.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018108.h18v04.061.2021324030935.28.tiff,D,Train
2248,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017130.h18v04.061.2021271232309.156.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017130.h18v04.061.2021271232007.156.tiff,D,Train
2249,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017146.h18v04.061.2021273001741.49.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017146.h18v04.061.2021273001227.49.tiff,D,Val
2250,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017186.h18v04.061.2021276031159.125.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017186.h18v04.061.2021276030852.125.tiff,D,Train
2251,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019255.h18v04.061.2020308174507.138.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.138.tiff,D,Val
2252,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.192.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.192.tiff,D,Val
2253,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019204.h18v04.061.2020304003517.137.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019204.h18v04.061.2020304002057.137.tiff,D,Val
2254,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017216.h18v04.061.2021278142839.200.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017216.h18v04.061.2021278142404.200.tiff,D,Val
2255,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018255.h18v04.061.2021341144547.337.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018255.h18v04.061.2021341144201.337.tiff,D,Val
2256,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017109.h18v04.061.2021270201028.48.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017109.h18v04.061.2021270200547.48.tiff,D,Train
2257,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017137.h18v04.061.2021272183033.154.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017137.h18v04.061.2021272182721.154.tiff,D,Val
2258,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019237.h18v04.061.2020306103428.22.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019237.h18v04.061.2020306103030.22.tiff,D,Train
2259,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.99.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.99.tiff,D,Val
2260,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018126.h18v04.061.2021328055628.137.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018126.h18v04.061.2021328054826.137.tiff,D,Train
2261,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018058.h18v04.061.2021317101700.46.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018058.h18v04.061.2021317101058.46.tiff,D,Val
2262,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017230.h18v04.061.2021280131212.142.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017230.h18v04.061.2021280130727.142.tiff,D,Train
2263,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017148.h18v04.061.2021273022448.66.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017148.h18v04.061.2021273022143.66.tiff,D,Train
2264,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017244.h18v04.061.2021280234603.16.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017244.h18v04.061.2021280234118.16.tiff,D,Train
2265,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.96.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.96.tiff,D,Val
2266,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019176.h18v04.061.2020298232326.276.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019176.h18v04.061.2020298231217.276.tiff,D,Val
2267,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019255.h18v04.061.2020308174507.70.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.70.tiff,D,Train
2268,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018322.h18v04.061.2021345125609.115.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018322.h18v04.061.2021345124939.115.tiff,D,Train
2269,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019185.h18v04.061.2020302073910.33.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019185.h18v04.061.2020302071201.33.tiff,D,Val
2270,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019191.h18v04.061.2020303084615.29.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019191.h18v04.061.2020303083615.29.tiff,D,Val
2271,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019193.h18v04.061.2020303114636.16.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019193.h18v04.061.2020303113630.16.tiff,D,Val
2272,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019211.h18v04.061.2020304070440.257.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019211.h18v04.061.2020304065346.257.tiff,D,Train
2273,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017146.h18v04.061.2021273001741.62.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017146.h18v04.061.2021273001227.62.tiff,D,Val
2274,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.290.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.290.tiff,D,Train
2275,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017186.h18v04.061.2021276031159.44.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017186.h18v04.061.2021276030852.44.tiff,D,Train
2276,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017168.h18v04.061.2021274110908.17.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017168.h18v04.061.2021274110608.17.tiff,D,Val
2277,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018224.h18v04.061.2021339160116.174.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018224.h18v04.061.2021339155753.174.tiff,D,Train
2278,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017187.h18v04.061.2021276041944.238.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017187.h18v04.061.2021276041636.238.tiff,D,Val
2279,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019191.h18v04.061.2020303084615.86.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019191.h18v04.061.2020303083615.86.tiff,D,Train
2280,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019091.h18v04.061.2020291094509.4.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019091.h18v04.061.2020291093437.4.tiff,D,Train
2281,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018118.h18v04.061.2021327202043.276.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018118.h18v04.061.2021327201151.276.tiff,D,Val
2282,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.70.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.70.tiff,D,Val
2283,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018232.h18v04.061.2021339202048.105.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018232.h18v04.061.2021339201715.105.tiff,D,Train
2284,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017168.h18v04.061.2021274110908.53.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017168.h18v04.061.2021274110608.53.tiff,D,Train
2285,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018245.h18v04.061.2021340101724.29.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018245.h18v04.061.2021340101409.29.tiff,D,Train
2286,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017020.h18v04.061.2021256231914.298.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017020.h18v04.061.2021256231401.298.tiff,D,Train
2287,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019236.h18v04.061.2020306081506.102.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019236.h18v04.061.2020306080909.102.tiff,D,Val
2288,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.107.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.107.tiff,D,Train
2289,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019167.h18v04.061.2020298135958.237.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019167.h18v04.061.2020298135131.237.tiff,D,Val
2290,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.51.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019178.h18v04.061.2020299004017.51.tiff,D,Train
2291,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.229.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.229.tiff,D,Train
2292,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018182.h18v04.061.2021335063652.47.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018182.h18v04.061.2021335063245.47.tiff,D,Val
2293,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018291.h18v04.061.2021343204005.102.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018291.h18v04.061.2021343203438.102.tiff,D,Train
2294,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018268.h18v04.061.2021341204652.141.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018268.h18v04.061.2021341204306.141.tiff,D,Train
2295,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018217.h18v04.061.2021339013810.121.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018217.h18v04.061.2021339013445.121.tiff,D,Train
2296,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018240.h18v04.061.2021339234002.298.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018240.h18v04.061.2021339233633.298.tiff,D,Train
2297,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018210.h18v04.061.2021338211313.88.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018210.h18v04.061.2021338210841.88.tiff,D,Val
2298,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017186.h18v04.061.2021276031159.27.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017186.h18v04.061.2021276030852.27.tiff,D,Val
2299,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017171.h18v04.061.2021274125853.145.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017171.h18v04.061.2021274125538.145.tiff,D,Val
2300,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017226.h18v04.061.2021280032717.318.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017226.h18v04.061.2021280032359.318.tiff,D,Val
2301,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017331.h18v04.061.2021290190819.31.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017331.h18v04.061.2021290190510.31.tiff,D,Val
2302,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018263.h18v04.061.2021341182455.269.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018263.h18v04.061.2021341180221.269.tiff,D,Train
2303,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019254.h18v04.061.2020308143208.200.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019254.h18v04.061.2020308142525.200.tiff,D,Val
2304,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018270.h18v04.061.2021343165200.11.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018270.h18v04.061.2021343164807.11.tiff,D,Val
2305,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.267.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.267.tiff,D,Train
2306,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017146.h18v04.061.2021273001741.115.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017146.h18v04.061.2021273001227.115.tiff,D,Val
2307,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017241.h18v04.061.2021280201714.119.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017241.h18v04.061.2021280201224.119.tiff,D,Train
2308,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018180.h18v04.061.2021335052454.218.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018180.h18v04.061.2021335051938.218.tiff,D,Val
2309,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018238.h18v04.061.2021339225222.218.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018238.h18v04.061.2021339224906.218.tiff,D,Train
2310,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017223.h18v04.061.2021278200658.17.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017223.h18v04.061.2021278200405.17.tiff,D,Val
2311,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019259.h18v04.061.2020309035110.120.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019259.h18v04.061.2020309034625.120.tiff,D,Train
2312,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017226.h18v04.061.2021280032717.50.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017226.h18v04.061.2021280032359.50.tiff,D,Val
2313,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018174.h18v04.061.2021334093900.69.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018174.h18v04.061.2021334093250.69.tiff,D,Val
2314,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.125.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019179.h18v04.061.2020299015509.125.tiff,D,Train
2315,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018251.h18v04.061.2021340125803.47.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018251.h18v04.061.2021340125441.47.tiff,D,Train
2316,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018266.h18v04.061.2021341194822.49.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018266.h18v04.061.2021341194420.49.tiff,D,Train
2317,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.84.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019178.h18v04.061.2020299004017.84.tiff,D,Val
2318,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017119.h18v04.061.2021271050642.29.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017119.h18v04.061.2021271050330.29.tiff,D,Train
2319,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.251.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.251.tiff,D,Val
2320,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017169.h18v04.061.2021274115917.104.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017169.h18v04.061.2021274115604.104.tiff,D,Val
2321,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019223.h18v04.061.2020304151101.297.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019223.h18v04.061.2020304150630.297.tiff,D,Val
2322,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019211.h18v04.061.2020304070440.17.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019211.h18v04.061.2020304065346.17.tiff,D,Train
2323,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018231.h18v04.061.2021339195824.26.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018231.h18v04.061.2021339195309.26.tiff,D,Val
2324,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018128.h18v04.061.2021329024226.96.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018128.h18v04.061.2021329023452.96.tiff,D,Val
2325,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017289.h18v04.061.2021286100606.337.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017289.h18v04.061.2021286100258.337.tiff,D,Train
2326,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017168.h18v04.061.2021274110908.67.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017168.h18v04.061.2021274110608.67.tiff,D,Val
2327,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019215.h18v04.061.2020304094230.318.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019215.h18v04.061.2020304093159.318.tiff,D,Train
2328,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017149.h18v04.061.2021273034321.122.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017149.h18v04.061.2021273034013.122.tiff,D,Train
2329,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017227.h18v04.061.2021280034649.288.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017227.h18v04.061.2021280034348.288.tiff,D,Train
2330,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017263.h18v04.061.2021284015354.68.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017263.h18v04.061.2021284015043.68.tiff,D,Val
2331,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.68.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.68.tiff,D,Train
2332,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018173.h18v04.061.2021334084406.106.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018173.h18v04.061.2021334083902.106.tiff,D,Train
2333,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019191.h18v04.061.2020303084615.30.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019191.h18v04.061.2020303083615.30.tiff,D,Val
2334,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018096.h18v04.061.2021323094514.210.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018096.h18v04.061.2021323093949.210.tiff,D,Val
2335,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019206.h18v04.061.2020304024249.27.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019206.h18v04.061.2020304023219.27.tiff,D,Val
2336,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017041.h18v04.061.2021266010030.47.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017041.h18v04.061.2021266005735.47.tiff,D,Train
2337,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019047.h18v04.061.2020287163952.101.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019047.h18v04.061.2020287162635.101.tiff,D,Val
2338,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019202.h18v04.061.2020303222320.17.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019202.h18v04.061.2020303221331.17.tiff,D,Train
