,IMG,time,split
3616,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017138.h18v04.061.2021272185823.307.tiff,NDVI,Train
3617,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017213.h18v04.061.2021278130640.297.tiff,D,Train
3618,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.6.tiff,D,Val
3619,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019287.h18v04.061.2020314004314.121.tiff,D,Train
3620,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019186.h18v04.061.2020302095041.30.tiff,NDVI,Val
3621,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018255.h18v04.061.2021341144547.267.tiff,D,Val
3622,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018215.h18v04.061.2021339002637.3.tiff,D,Train
3623,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017146.h18v04.061.2021273001227.5.tiff,NDVI,Train
3624,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018212.h18v04.061.2021338223156.35.tiff,NDVI,Train
3625,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017112.h18v04.061.2021270221936.126.tiff,D,Train
3626,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019197.h18v04.061.2020303165145.16.tiff,D,Train
3627,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018219.h18v04.061.2021339023055.137.tiff,NDVI,Val
3628,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017233.h18v04.061.2021280143535.50.tiff,NDVI,Train
3629,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017216.h18v04.061.2021278142404.278.tiff,NDVI,Train
3630,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.136.tiff,NDVI,Train
3631,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.10.tiff,NDVI,Val
3632,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017299.h18v04.061.2021287032232.46.tiff,D,Train
3633,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018110.h18v04.061.2021324064350.58.tiff,NDVI,Train
3634,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017234.h18v04.061.2021280150139.298.tiff,D,Train
3635,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.122.tiff,D,Train
3636,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017171.h18v04.061.2021274125853.17.tiff,D,Train
3637,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019111.h18v04.061.2020292153654.115.tiff,NDVI,Val
3638,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019179.h18v04.061.2020299015509.26.tiff,NDVI,Val
3639,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019246.h18v04.061.2020307104933.54.tiff,D,Val
3640,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018240.h18v04.061.2021339234002.23.tiff,D,Val
3641,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019177.h18v04.061.2020298233438.54.tiff,NDVI,Train
3642,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019181.h18v04.061.2020299032816.305.tiff,D,Train
3643,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018253.h18v04.061.2021341134713.125.tiff,D,Train
3644,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017227.h18v04.061.2021280034348.327.tiff,NDVI,Train
3645,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019186.h18v04.061.2020302100901.9.tiff,D,Train
3646,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019193.h18v04.061.2020303113630.16.tiff,NDVI,Val
3647,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018273.h18v04.061.2021341221447.11.tiff,D,Train
3648,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019255.h18v04.061.2020308174507.45.tiff,D,Train
3649,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017241.h18v04.061.2021280201224.213.tiff,NDVI,Val
3650,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019003.h18v04.061.2021361185731.47.tiff,NDVI,Val
3651,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019083.h18v04.061.2020291012219.69.tiff,D,Val
3652,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019151.h18v04.061.2020296002100.15.tiff,D,Train
3653,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017148.h18v04.061.2021273022448.288.tiff,D,Val
3654,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019247.h18v04.061.2020307122715.35.tiff,D,Train
3655,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017286.h18v04.061.2021286050650.50.tiff,NDVI,Val
3656,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019234.h18v04.061.2020306040038.86.tiff,D,Val
3657,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019167.h18v04.061.2020298135958.52.tiff,D,Train
3658,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018111.h18v04.061.2021324073504.102.tiff,NDVI,Val
3659,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018251.h18v04.061.2021340125803.27.tiff,D,Train
3660,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018179.h18v04.061.2021335045902.105.tiff,D,Train
3661,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017020.h18v04.061.2021256231914.28.tiff,D,Train
3662,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017144.h18v04.061.2021272221614.16.tiff,D,Train
3663,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018171.h18v04.061.2021334064354.121.tiff,D,Val
3664,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.122.tiff,D,Train
3665,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.137.tiff,NDVI,Train
3666,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017119.h18v04.061.2021271050330.48.tiff,NDVI,Val
3667,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019167.h18v04.061.2020298135131.126.tiff,NDVI,Val
3668,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.104.tiff,NDVI,Val
3669,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019068.h18v04.061.2020289092539.17.tiff,NDVI,Train
3670,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019236.h18v04.061.2020306081506.141.tiff,D,Train
3671,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017145.h18v04.061.2021272225209.66.tiff,NDVI,Train
3672,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017168.h18v04.061.2021274110908.65.tiff,D,Train
3673,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019102.h18v04.061.2020292064552.65.tiff,D,Val
3674,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017272.h18v04.061.2021285053242.51.tiff,D,Val
3675,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018323.h18v04.061.2021345131347.43.tiff,NDVI,Val
3676,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018178.h18v04.061.2021335040332.64.tiff,NDVI,Train
3677,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019194.h18v04.061.2020303125625.164.tiff,D,Val
3678,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019155.h18v04.061.2020298015009.232.tiff,D,Train
3679,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.16.tiff,NDVI,Val
3680,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019247.h18v04.061.2020307122715.139.tiff,D,Train
3681,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.7.tiff,D,Train
3682,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019206.h18v04.061.2020304023219.324.tiff,NDVI,Train
3683,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018234.h18v04.061.2021339210943.268.tiff,D,Train
3684,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017146.h18v04.061.2021273001227.119.tiff,NDVI,Train
3685,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017149.h18v04.061.2021273034321.102.tiff,D,Train
3686,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018173.h18v04.061.2021334083902.106.tiff,NDVI,Train
3687,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019197.h18v04.061.2020303165145.120.tiff,D,Train
3688,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018209.h18v04.061.2021338200641.257.tiff,NDVI,Train
3689,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017173.h18v04.061.2021274150146.13.tiff,D,Train
3690,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017236.h18v04.061.2021280154620.317.tiff,NDVI,Train
3691,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019220.h18v04.061.2020304131137.68.tiff,NDVI,Train
3692,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018108.h18v04.061.2021324030935.46.tiff,NDVI,Val
3693,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019204.h18v04.061.2020304002057.83.tiff,NDVI,Val
3694,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017169.h18v04.061.2021274115917.102.tiff,D,Train
3695,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019261.h18v04.061.2020309082734.144.tiff,NDVI,Train
3696,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019247.h18v04.061.2020307122715.120.tiff,D,Val
3697,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017219.h18v04.061.2021278155624.119.tiff,NDVI,Train
3698,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019230.h18v04.061.2020305154829.290.tiff,D,Val
3699,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017227.h18v04.061.2021280034348.54.tiff,NDVI,Train
3700,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019216.h18v04.061.2020304102244.31.tiff,NDVI,Train
3701,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018096.h18v04.061.2021323094514.27.tiff,D,Val
3702,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017089.h18v04.061.2021269142048.69.tiff,D,Train
3703,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017235.h18v04.061.2021280152424.173.tiff,NDVI,Train
3704,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017185.h18v04.061.2021276021325.49.tiff,NDVI,Train
3705,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018190.h18v04.061.2021335164937.118.tiff,NDVI,Train
3706,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017070.h18v04.061.2021267094021.298.tiff,NDVI,Val
3707,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019262.h18v04.061.2020309114755.47.tiff,NDVI,Val
3708,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019185.h18v04.061.2020302073910.267.tiff,D,Train
3709,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.100.tiff,NDVI,Train
3710,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017172.h18v04.061.2021274135008.121.tiff,NDVI,Val
3711,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019256.h18v04.061.2020308200630.177.tiff,NDVI,Train
3712,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017130.h18v04.061.2021271232007.154.tiff,NDVI,Val
3713,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018177.h18v04.061.2021335030514.5.tiff,NDVI,Val
3714,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019191.h18v04.061.2020303084615.85.tiff,D,Val
3715,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017171.h18v04.061.2021274125538.116.tiff,NDVI,Train
3716,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019153.h18v04.061.2020297222500.61.tiff,NDVI,Train
3717,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019152.h18v04.061.2020297010016.44.tiff,D,Train
3718,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018254.h18v04.061.2021341141546.155.tiff,D,Train
3719,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018277.h18v04.061.2021341233734.71.tiff,NDVI,Train
3720,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017023.h18v04.061.2021257013317.6.tiff,D,Train
3721,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017102.h18v04.061.2021270014820.49.tiff,D,Val
3722,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019204.h18v04.061.2020304002057.46.tiff,NDVI,Val
3723,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019151.h18v04.061.2020296002100.67.tiff,D,Val
3724,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018174.h18v04.061.2021334093900.32.tiff,D,Train
3725,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019246.h18v04.061.2020307104542.125.tiff,NDVI,Val
3726,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017168.h18v04.061.2021274110608.201.tiff,NDVI,Train
3727,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019185.h18v04.061.2020302071201.194.tiff,NDVI,Train
3728,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018096.h18v04.061.2021323093949.47.tiff,NDVI,Train
3729,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018109.h18v04.061.2021324035629.288.tiff,D,Val
3730,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017264.h18v04.061.2021284023819.48.tiff,NDVI,Val
3731,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017233.h18v04.061.2021280143845.105.tiff,D,Val
3732,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017234.h18v04.061.2021280145832.143.tiff,NDVI,Train
3733,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018286.h18v04.061.2021343151132.176.tiff,NDVI,Val
3734,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018126.h18v04.061.2021328055628.153.tiff,D,Train
3735,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019252.h18v04.061.2020308100312.164.tiff,D,Val
3736,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019259.h18v04.061.2020309034625.6.tiff,NDVI,Train
3737,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019081.h18v04.061.2020290211711.238.tiff,NDVI,Val
3738,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017146.h18v04.061.2021273001741.135.tiff,D,Train
3739,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.327.tiff,D,Val
3740,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017233.h18v04.061.2021280143845.26.tiff,D,Train
3741,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019235.h18v04.061.2020306054711.154.tiff,D,Train
3742,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018359.h18v04.061.2021349195400.119.tiff,D,Val
3743,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018161.h18v04.061.2021332160346.338.tiff,NDVI,Train
3744,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018171.h18v04.061.2021334063951.17.tiff,NDVI,Train
3745,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017159.h18v04.061.2021273141337.51.tiff,NDVI,Val
3746,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019264.h18v04.061.2020310071030.157.tiff,NDVI,Train
3747,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019257.h18v04.061.2020308225001.142.tiff,NDVI,Val
3748,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019270.h18v04.061.2020311190915.34.tiff,NDVI,Train
3749,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018181.h18v04.061.2021335061004.31.tiff,D,Train
3750,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019058.h18v04.061.2020288143124.153.tiff,D,Train
3751,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017214.h18v04.061.2021278133252.276.tiff,D,Train
3752,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019247.h18v04.061.2020307122715.86.tiff,D,Val
3753,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018224.h18v04.061.2021339160116.118.tiff,D,Train
3754,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017173.h18v04.061.2021274150146.30.tiff,D,Val
3755,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018178.h18v04.061.2021335040703.106.tiff,D,Train
3756,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017215.h18v04.061.2021278135554.35.tiff,NDVI,Train
3757,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019278.h18v04.061.2020313023123.16.tiff,D,Train
3758,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017226.h18v04.061.2021280032359.50.tiff,NDVI,Val
3759,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017168.h18v04.061.2021274110608.144.tiff,NDVI,Train
3760,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017187.h18v04.061.2021276041636.191.tiff,NDVI,Train
3761,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017264.h18v04.061.2021284024128.66.tiff,D,Train
3762,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019247.h18v04.061.2020307122715.119.tiff,D,Train
3763,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019178.h18v04.061.2020299004017.52.tiff,NDVI,Train
3764,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.336.tiff,D,Train
3765,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018183.h18v04.061.2021335072149.115.tiff,D,Val
3766,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018128.h18v04.061.2021329024226.42.tiff,D,Val
3767,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019181.h18v04.061.2020299032816.156.tiff,D,Train
3768,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019236.h18v04.061.2020306080909.137.tiff,NDVI,Val
3769,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019109.h18v04.061.2020292134913.65.tiff,NDVI,Train
3770,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019236.h18v04.061.2020306081506.11.tiff,D,Train
3771,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.212.tiff,NDVI,Train
3772,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018239.h18v04.061.2021339231317.34.tiff,NDVI,Train
3773,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017159.h18v04.061.2021273141337.125.tiff,NDVI,Val
3774,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017169.h18v04.061.2021274115917.65.tiff,D,Train
3775,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.68.tiff,D,Train
3776,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017234.h18v04.061.2021280150139.13.tiff,D,Val
3777,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017007.h18v04.061.2021363193308.88.tiff,NDVI,Train
3778,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019238.h18v04.061.2020306123613.21.tiff,D,Train
3779,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017149.h18v04.061.2021273034013.219.tiff,NDVI,Val
3780,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019248.h18v04.061.2020307170151.298.tiff,D,Val
3781,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017175.h18v04.061.2021274165710.318.tiff,D,Train
3782,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019185.h18v04.061.2020302071201.230.tiff,NDVI,Val
3783,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018277.h18v04.061.2021341233734.29.tiff,NDVI,Val
3784,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019246.h18v04.061.2020307104542.122.tiff,NDVI,Train
3785,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018182.h18v04.061.2021335063652.65.tiff,D,Train
3786,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018254.h18v04.061.2021341141546.122.tiff,D,Val
3787,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018171.h18v04.061.2021334063951.28.tiff,NDVI,Train
3788,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.80.tiff,NDVI,Val
3789,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019143.h18v04.061.2020294082832.119.tiff,D,Val
3790,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019047.h18v04.061.2020287162635.120.tiff,NDVI,Val
3791,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018261.h18v04.061.2021341171531.123.tiff,D,Val
3792,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017226.h18v04.061.2021280032359.83.tiff,NDVI,Train
3793,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.193.tiff,NDVI,Val
3794,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019052.h18v04.061.2020288090909.9.tiff,NDVI,Train
3795,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017231.h18v04.061.2021280133004.48.tiff,D,Val
3796,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019152.h18v04.061.2020297003001.64.tiff,NDVI,Val
3797,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.27.tiff,D,Train
3798,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018309.h18v04.061.2021344190906.156.tiff,D,Train
3799,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018179.h18v04.061.2021335045902.106.tiff,D,Train
3800,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017215.h18v04.061.2021278135554.17.tiff,NDVI,Val
3801,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.123.tiff,D,Train
3802,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018128.h18v04.061.2021329024226.249.tiff,D,Train
3803,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.120.tiff,NDVI,Train
3804,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.144.tiff,D,Val
3805,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017264.h18v04.061.2021284023819.105.tiff,NDVI,Val
3806,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018204.h18v04.061.2021337100556.13.tiff,NDVI,Val
3807,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019206.h18v04.061.2020304024249.125.tiff,D,Train
3808,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019153.h18v04.061.2020297222500.43.tiff,NDVI,Train
3809,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018240.h18v04.061.2021339233633.67.tiff,NDVI,Train
3810,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017216.h18v04.061.2021278142404.298.tiff,NDVI,Val
3811,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018174.h18v04.061.2021334093250.66.tiff,NDVI,Train
3812,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019204.h18v04.061.2020304003517.88.tiff,D,Train
3813,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019193.h18v04.061.2020303114636.51.tiff,D,Val
3814,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019186.h18v04.061.2020302100901.157.tiff,D,Val
3815,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.12.tiff,D,Val
3816,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019256.h18v04.061.2020308201151.84.tiff,D,Train
3817,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017168.h18v04.061.2021274110608.87.tiff,NDVI,Train
3818,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017326.h18v04.061.2021290093150.251.tiff,NDVI,Val
3819,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018178.h18v04.061.2021335040703.25.tiff,D,Train
3820,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018183.h18v04.061.2021335072149.153.tiff,D,Train
3821,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018109.h18v04.061.2021324034424.137.tiff,NDVI,Train
3822,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.42.tiff,NDVI,Train
3823,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017233.h18v04.061.2021280143845.85.tiff,D,Train
3824,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017278.h18v04.061.2021285120754.68.tiff,D,Train
3825,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019156.h18v04.061.2020298023908.229.tiff,D,Train
3826,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017224.h18v04.061.2021280022608.15.tiff,D,Val
3827,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019204.h18v04.061.2020304003517.270.tiff,D,Val
3828,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017148.h18v04.061.2021273022143.270.tiff,NDVI,Val
3829,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018183.h18v04.061.2021335072149.270.tiff,D,Train
3830,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019191.h18v04.061.2020303084615.30.tiff,D,Val
3831,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017173.h18v04.061.2021274145842.10.tiff,NDVI,Train
3832,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019206.h18v04.061.2020304024249.32.tiff,D,Train
3833,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017169.h18v04.061.2021274115917.84.tiff,D,Train
3834,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019081.h18v04.061.2020290220818.47.tiff,D,Val
3835,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017084.h18v04.061.2021268141044.137.tiff,NDVI,Train
3836,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019186.h18v04.061.2020302100901.15.tiff,D,Train
3837,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019234.h18v04.061.2020306035458.119.tiff,NDVI,Train
3838,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018221.h18v04.061.2021339141509.230.tiff,D,Train
3839,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019168.h18v04.061.2020298145158.120.tiff,D,Val
3840,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017007.h18v04.061.2021363193308.26.tiff,NDVI,Val
3841,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017086.h18v04.061.2021268161909.115.tiff,D,Val
3842,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019054.h18v04.061.2020288112508.30.tiff,NDVI,Train
3843,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017148.h18v04.061.2021273022448.232.tiff,D,Train
3844,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.219.tiff,D,Train
3845,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019200.h18v04.061.2020303202554.51.tiff,D,Val
3846,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018238.h18v04.061.2021339225222.217.tiff,D,Train
